,id,host_id,comuna,latitude,longitude,bathrooms,bedrooms,beds,price,cleaning_fee,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,total_price,tipo,ingresos_25p,ingresos_50p,ingresos_75p,ingresos_100p
200,1549555,504818,Santiago,-33.44763,-70.64251,1,1,1.0,26140.0,0.0,0,0,0,0,64,89.0,26140.0,1D+1B,261400.0,392100.0,522800.0,784200.0
201,1552603,5015387,Santiago,-33.44625,-70.64898000000001,1,1,1.0,30161.0,30161.0,0,0,12,287,1,100.0,60322.0,1D+1B,331771.0,482576.0,633381.0,934991.0
202,1561663,4474370,Las Condes,-33.41233,-70.58592,1,1,2.0,46917.0,20107.0,27,57,87,362,16,91.0,67024.0,1D+1B,489277.0,723862.0,958447.0,1427617.0
203,1573615,3079273,Recoleta,-33.43395,-70.63710999999999,1,1,1.0,42226.0,0.0,25,55,85,360,3,100.0,42226.0,1D+1B,422260.0,633390.0,844520.0,1266780.0
205,1602307,8538514,Santiago,-33.45185,-70.64236,1,1,1.0,20107.0,26810.0,12,42,72,338,62,88.0,46917.0,1D+1B,227880.0,328415.0,428950.0,630020.0
206,1605346,6985107,Providencia,-33.41893,-70.61231,2,2,3.0,67025.0,107240.0,0,0,0,73,26,98.0,174265.0,2D+2B,777490.0,1112615.0,1447740.0,2117990.0
207,1650799,8755689,Santiago,-33.44036,-70.64012,1,1,1.0,30161.0,20107.0,0,0,0,210,1,100.0,50268.0,1D+1B,321717.0,472522.0,623327.0,924937.0
209,1697021,5233463,Santiago,-33.44351,-70.64249000000001,1,1,1.0,24129.0,0.0,14,44,74,74,64,96.0,24129.0,1D+1B,241290.0,361935.0,482580.0,723870.0
211,1708901,9016541,Santiago,-33.45286,-70.65465,1,1,2.0,46917.0,0.0,30,60,90,365,1,80.0,46917.0,1D+1B,469170.0,703755.0,938340.0,1407510.0
212,1709200,9016541,Santiago,-33.45342,-70.65486999999999,1,1,2.0,46917.0,0.0,30,60,90,365,1,100.0,46917.0,1D+1B,469170.0,703755.0,938340.0,1407510.0
213,1711188,9026664,Santiago,-33.44392,-70.6364,1,1,1.0,26810.0,20107.0,30,60,90,365,1,80.0,46917.0,1D+1B,288207.0,422257.0,556307.0,824407.0
214,1717613,5550648,Santiago,-33.43833,-70.64516,1,1,1.0,32172.0,30161.0,11,34,64,339,292,95.0,62333.0,1D+1B,351881.0,512741.0,673601.0,995321.0
218,1742335,4474370,Las Condes,-33.41467,-70.58511999999999,1,1,2.0,46917.0,20107.0,27,57,87,362,22,95.0,67024.0,1D+1B,489277.0,723862.0,958447.0,1427617.0
219,1744520,5634677,Santiago,-33.4457,-70.65216,1,1,1.0,32842.0,16756.0,21,51,81,278,18,99.0,49598.0,1D+1B,345176.0,509386.0,673596.0,1002016.0
220,1780552,9175393,Las Condes,-33.41191,-70.56742,2,2,3.0,93835.0,0.0,23,53,83,242,60,91.0,93835.0,2D+2B,938350.0,1407525.0,1876700.0,2815050.0
221,1788327,8185219,Ñuñoa,-33.4504,-70.61477,1,1,1.0,20107.0,13405.0,0,0,0,218,26,92.0,33512.0,1D+1B,214475.0,315010.0,415545.0,616615.0
222,1812548,1539366,Santiago,-33.44786,-70.64769,1,1,1.0,18767.0,15163.0,0,0,0,0,12,98.0,33930.0,1D+1B,202833.0,296668.0,390503.0,578173.0
223,1818709,9492657,Santiago,-33.44687,-70.63331,1,1,1.0,23459.0,16756.0,0,0,0,13,4,100.0,40215.0,1D+1B,251346.0,368641.0,485936.0,720526.0
224,1831188,3655121,Las Condes,-33.39648,-70.56314,2,2,3.0,56971.0,33512.0,0,0,0,138,3,100.0,90483.0,2D+2B,603222.0,888077.0,1172932.0,1742642.0
225,1841160,264378,Santiago,-33.43517,-70.65859,1,1,2.0,25469.0,18767.0,6,29,50,312,187,93.0,44236.0,1D+1B,273457.0,400802.0,528147.0,782837.0
228,1849360,264242,Las Condes,-33.41445,-70.58967,1,1,1.0,34853.0,25000.0,0,0,0,0,7,91.0,59853.0,1D+1B,373530.0,547795.0,722060.0,1070590.0
229,1873527,9762063,Santiago,-33.4528,-70.65521,1,1,2.0,32172.0,21448.0,29,59,89,364,5,90.0,53620.0,1D+1B,343168.0,504028.0,664888.0,986608.0
230,1887508,9817673,Santiago,-33.44844000000001,-70.65014000000001,1,1,1.0,20107.0,13405.0,21,51,81,356,7,94.0,33512.0,1D+1B,214475.0,315010.0,415545.0,616615.0
232,1903069,9880279,Providencia,-33.42641,-70.61709,1,1,2.0,33512.0,20107.0,0,0,12,287,86,97.0,53619.0,1D+1B,355227.0,522787.0,690347.0,1025467.0
233,1905521,9890877,Vitacura,-33.39870999999999,-70.57523,2,3,4.0,79760.0,20107.0,0,8,15,286,129,95.0,99867.0,3D+2B,817707.0,1216507.0,1615307.0,2412907.0
234,1923017,264378,Santiago,-33.44851,-70.65007,2,2,3.0,25469.0,18767.0,0,0,0,0,161,91.0,44236.0,2D+2B,273457.0,400802.0,528147.0,782837.0
235,1929621,4816155,Recoleta,-33.42679,-70.64593,1,1,1.0,23459.0,15000.0,7,37,67,342,62,82.0,38459.0,1D+1B,249590.0,366885.0,484180.0,718770.0
236,1932045,10001202,Providencia,-33.43461,-70.62498000000001,1,1,1.0,38204.0,12654.0,30,60,90,365,17,93.0,50858.0,1D+1B,394694.0,585714.0,776734.0,1158774.0
238,1947816,2202451,Santiago,-33.43303,-70.6587,2,2,1.0,60322.0,0.0,29,59,89,364,1,100.0,60322.0,2D+2B,603220.0,904830.0,1206440.0,1809660.0
240,1978999,966638,Las Condes,-33.41647,-70.58452,1,1,1.0,38204.0,26810.0,26,56,86,361,47,87.0,65014.0,1D+1B,408850.0,599870.0,790890.0,1172930.0
241,1983167,966638,Las Condes,-33.40919,-70.58322,1,1,1.0,43566.0,26810.0,29,59,89,364,30,86.0,70376.0,1D+1B,462470.0,680300.0,898130.0,1333790.0
242,1996807,7475173,Santiago,-33.44709,-70.63467,2,2,2.0,35523.0,23848.0,30,60,90,365,1,80.0,59371.0,2D+2B,379078.0,556693.0,734308.0,1089538.0
244,2018516,4474370,Las Condes,-33.4129,-70.58740999999999,1,1,2.0,46917.0,20107.0,27,57,87,362,30,94.0,67024.0,1D+1B,489277.0,723862.0,958447.0,1427617.0
245,2018593,4474370,Las Condes,-33.4125,-70.58568000000001,1,1,2.0,46917.0,20107.0,27,57,87,362,13,97.0,67024.0,1D+1B,489277.0,723862.0,958447.0,1427617.0
249,2041953,10472197,Providencia,-33.43048,-70.6088,2,2,3.0,46247.0,33512.0,0,4,34,309,1,100.0,79759.0,2D+2B,495982.0,727217.0,958452.0,1420922.0
251,2061962,966638,Las Condes,-33.41475,-70.5883,1,1,1.0,40215.0,33512.0,28,58,88,363,14,90.0,73727.0,1D+1B,435662.0,636737.0,837812.0,1239962.0
252,2065906,10567910,Recoleta,-33.43375,-70.63616,1,1,1.0,46917.0,0.0,28,58,88,332,21,90.0,46917.0,1D+1B,469170.0,703755.0,938340.0,1407510.0
253,2083681,10643060,Ñuñoa,-33.44753,-70.5945,1,1,1.0,16086.0,26536.0,8,8,21,164,20,89.0,42622.0,1D+1B,187396.0,267826.0,348256.0,509116.0
255,2093254,10680467,Providencia,-33.43408,-70.63554,2,2,3.0,50269.0,10054.0,29,59,89,364,53,85.0,60323.0,2D+2B,512744.0,764089.0,1015434.0,1518124.0
256,2098590,1463563,Santiago,-33.46983,-70.64086,1,1,1.0,36864.0,20107.0,30,60,90,180,1,60.0,56971.0,1D+1B,388747.0,573067.0,757387.0,1126027.0
259,2122694,8814556,Santiago,-33.44509,-70.65066999999999,1,1,1.0,28150.0,0.0,12,23,53,296,23,89.0,28150.0,1D+1B,281500.0,422250.0,563000.0,844500.0
260,2124550,1417853,Providencia,-33.42248,-70.608,1,1,1.0,36193.0,26140.0,20,45,75,165,147,97.0,62333.0,1D+1B,388070.0,569035.0,750000.0,1111930.0
261,2124654,10270739,Santiago,-33.44632,-70.64273,1,1,1.0,18767.0,0.0,0,3,15,213,10,90.0,18767.0,1D+1B,187670.0,281505.0,375340.0,563010.0
264,2134465,5514113,Providencia,-33.42318,-70.61258000000001,1,1,1.0,32842.0,20107.0,12,42,72,347,6,93.0,52949.0,1D+1B,348527.0,512737.0,676947.0,1005367.0
266,2139248,1129019,Ñuñoa,-33.45279,-70.63022,1,1,1.0,22118.0,10054.0,16,37,67,247,174,98.0,32172.0,1D+1B,231234.0,341824.0,452414.0,673594.0
267,2150545,1837002,Las Condes,-33.41618,-70.59809,2,2,3.0,33512.0,33512.0,0,0,0,0,1,80.0,67024.0,2D+2B,368632.0,536192.0,703752.0,1038872.0
270,2192756,8814556,Providencia,-33.42457,-70.61213000000001,1,1,1.0,39545.0,0.0,7,37,67,342,20,89.0,39545.0,1D+1B,395450.0,593175.0,790900.0,1186350.0
271,2192791,8814556,Santiago,-33.44803,-70.64768000000001,1,1,1.0,26140.0,0.0,11,41,71,346,29,86.0,26140.0,1D+1B,261400.0,392100.0,522800.0,784200.0
272,2205451,10945288,Santiago,-33.43873,-70.64487,1,1,1.0,23459.0,16086.0,30,60,90,90,172,90.0,39545.0,1D+1B,250676.0,367971.0,485266.0,719856.0
273,2208506,11264880,Providencia,-33.42718,-70.59151,2,2,3.0,38204.0,40215.0,0,0,0,78,31,98.0,78419.0,2D+2B,422255.0,613275.0,804295.0,1186335.0
274,2214879,980389,Recoleta,-33.43223,-70.64714000000001,1,1,1.0,28821.0,11000.0,17,47,77,352,181,93.0,39821.0,1D+1B,299210.0,443315.0,587420.0,875630.0
275,2215096,980389,Recoleta,-33.43234,-70.64653,2,2,4.0,40215.0,21000.0,23,53,78,344,135,90.0,61215.0,2D+2B,423150.0,624225.0,825300.0,1227450.0
276,2216134,10680467,Providencia,-33.43233,-70.6353,1,1,1.0,33512.0,10054.0,30,60,90,365,42,88.0,43566.0,1D+1B,345174.0,512734.0,680294.0,1015414.0
277,2237756,11426225,Providencia,-33.4254,-70.6166,1,1,1.0,43566.0,0.0,30,60,90,90,7,97.0,43566.0,1D+1B,435660.0,653490.0,871320.0,1306980.0
278,2243087,11456878,Santiago,-33.45595,-70.6321,1,1,1.0,30161.0,13405.0,2,2,2,76,2,100.0,43566.0,1D+1B,315015.0,465820.0,616625.0,918235.0
279,2250077,264242,Providencia,-33.43359,-70.62674,1,1,2.0,22118.0,25000.0,30,60,90,365,12,91.0,47118.0,1D+1B,246180.0,356770.0,467360.0,688540.0
280,2251797,11323306,Santiago,-33.44916,-70.6401,1,1,1.0,15416.0,25469.0,19,49,79,259,8,83.0,40885.0,1D+1B,179629.0,256709.0,333789.0,487949.0
281,2255569,6201417,Ñuñoa,-33.45229,-70.59361,2,2,3.0,73727.0,26810.0,0,0,0,0,8,98.0,100537.0,2D+2B,764080.0,1132715.0,1501350.0,2238620.0
283,2260567,9719637,Santiago,-33.44578,-70.64764,1,1,1.0,22118.0,3351.0,6,17,40,266,282,94.0,25469.0,1D+1B,224531.0,335121.0,445711.0,666891.0
284,2261391,10680467,Recoleta,-33.43387,-70.63756,1,1,1.0,33512.0,6702.0,27,57,87,177,120,87.0,40214.0,1D+1B,341822.0,509382.0,676942.0,1012062.0
285,2262070,4474370,Las Condes,-33.41411,-70.58538,1,1,2.0,46917.0,20107.0,27,57,87,362,17,98.0,67024.0,1D+1B,489277.0,723862.0,958447.0,1427617.0
286,2268574,10296358,Santiago,-33.43755,-70.6447,1,1,1.0,23459.0,0.0,0,5,33,123,24,98.0,23459.0,1D+1B,234590.0,351885.0,469180.0,703770.0
287,2285130,11673304,Recoleta,-33.43442,-70.63681,2,2,3.0,40215.0,6702.0,1,1,1,90,14,93.0,46917.0,2D+2B,408852.0,609927.0,811002.0,1213152.0
288,2285673,11677094,Santiago,-33.43344,-70.65826,1,1,2.0,40215.0,13405.0,30,60,90,365,102,88.0,53620.0,1D+1B,415555.0,616630.0,817705.0,1219855.0
289,2328402,9880279,Providencia,-33.43575999999999,-70.62874000000001,2,2,3.0,46917.0,20107.0,0,0,1,196,28,96.0,67024.0,2D+2B,489277.0,723862.0,958447.0,1427617.0
290,2336014,6211477,Santiago,-33.43759,-70.64317,1,1,2.0,22788.0,28150.0,12,42,72,162,114,95.0,50938.0,1D+1B,256030.0,369970.0,483910.0,711790.0
291,2346385,2916400,Providencia,-33.43461,-70.60284,2,2,1.0,134050.0,0.0,29,59,89,364,1,100.0,134050.0,2D+2B,1340500.0,2010750.0,2681000.0,4021500.0
292,2366488,11677094,Santiago,-33.43495,-70.65618,1,1,1.0,36864.0,13405.0,30,60,90,365,74,92.0,50269.0,1D+1B,382045.0,566365.0,750685.0,1119325.0
293,2370878,4474370,Las Condes,-33.41247,-70.58659,1,1,2.0,46917.0,20107.0,27,57,87,362,3,93.0,67024.0,1D+1B,489277.0,723862.0,958447.0,1427617.0
296,2411413,11677094,Santiago,-33.43377,-70.65814,1,1,1.0,40215.0,13405.0,30,60,90,365,91,88.0,53620.0,1D+1B,415555.0,616630.0,817705.0,1219855.0
297,2412933,12319292,Estación Central,-33.45515,-70.69849,1,2,4.0,40215.0,20107.0,23,46,76,351,80,90.0,60322.0,2D+1B,422257.0,623332.0,824407.0,1226557.0
298,2417548,12355453,Recoleta,-33.42514,-70.64544000000001,1,1,1.0,31502.0,0.0,27,57,87,362,1,60.0,31502.0,1D+1B,315020.0,472530.0,630040.0,945060.0
299,2419113,4191304,Santiago,-33.43967,-70.65694,1,1,1.0,33512.0,0.0,30,60,90,365,3,93.0,33512.0,1D+1B,335120.0,502680.0,670240.0,1005360.0
301,2436817,12454578,Santiago,-33.44768,-70.63508,1,1,2.0,23459.0,15000.0,6,21,34,76,67,100.0,38459.0,1D+1B,249590.0,366885.0,484180.0,718770.0
303,2445633,3209818,Santiago,-33.44691,-70.64711,1,1,2.0,29491.0,23459.0,25,55,85,360,24,94.0,52950.0,1D+1B,318369.0,465824.0,613279.0,908189.0
304,2454019,12548537,Santiago,-33.43561,-70.65645,2,2,3.0,40215.0,14745.0,17,27,48,257,3,93.0,54960.0,2D+2B,416895.0,617970.0,819045.0,1221195.0
305,2478220,1851782,Las Condes,-33.39979,-70.57288,1,1,1.0,53620.0,0.0,19,49,79,259,140,98.0,53620.0,1D+1B,536200.0,804300.0,1072400.0,1608600.0
306,2489102,1714738,Providencia,-33.44245,-70.63342,2,2,2.0,43566.0,17426.0,0,0,0,0,36,91.0,60992.0,2D+2B,453086.0,670916.0,888746.0,1324406.0
307,2489528,3761736,Santiago,-33.44451,-70.63509,1,1,2.0,20107.0,20107.0,3,3,3,234,43,96.0,40214.0,1D+1B,221177.0,321712.0,422247.0,623317.0
309,2512835,5634677,Santiago,-33.44636,-70.6531,1,1,1.0,39545.0,16756.0,16,46,76,266,4,95.0,56301.0,1D+1B,412206.0,609931.0,807656.0,1203106.0
310,2514632,10232266,Santiago,-33.43916,-70.65259,1,1,1.0,25469.0,0.0,13,43,73,348,5,88.0,25469.0,1D+1B,254690.0,382035.0,509380.0,764070.0
311,2515967,10601364,Las Condes,-33.41632,-70.59917,1,1,1.0,50269.0,26810.0,0,17,46,321,55,96.0,77079.0,1D+1B,529500.0,780845.0,1032190.0,1534880.0
312,2531527,11673304,Recoleta,-33.43257,-70.63759,2,2,3.0,40215.0,40215.0,0,0,0,211,21,93.0,80430.0,2D+2B,442365.0,643440.0,844515.0,1246665.0
313,2552264,13065388,Las Condes,-33.41611,-70.59933000000001,1,1,1.0,53620.0,26810.0,13,43,73,348,19,93.0,80430.0,1D+1B,563010.0,831110.0,1099210.0,1635410.0
315,2556159,13065388,Las Condes,-33.41582,-70.60038,2,2,3.0,80430.0,33512.0,1,1,1,227,14,86.0,113942.0,2D+2B,837812.0,1239962.0,1642112.0,2446412.0
317,2593436,11677094,Santiago,-33.43506,-70.65703,1,1,1.0,36864.0,13405.0,30,60,90,365,91,93.0,50269.0,1D+1B,382045.0,566365.0,750685.0,1119325.0
319,2632931,13483488,Santiago,-33.437,-70.64114000000001,1,1,1.0,34853.0,22000.0,0,13,43,318,3,100.0,56853.0,1D+1B,370530.0,544795.0,719060.0,1067590.0
322,2658858,7126552,Las Condes,-33.4139,-70.60695,2,2,2.0,70376.0,20107.0,0,0,0,0,2,100.0,90483.0,2D+2B,723867.0,1075747.0,1427627.0,2131387.0
323,2660266,10381147,Santiago,-33.43684,-70.64347,1,1,0.0,45577.0,36864.0,3,14,44,224,110,98.0,82441.0,1D+1B,492634.0,720519.0,948404.0,1404174.0
324,2669319,9719637,Santiago,-33.44574,-70.64846,1,1,2.0,24129.0,4692.0,7,17,38,263,156,96.0,28821.0,1D+1B,245982.0,366627.0,487272.0,728562.0
326,2671450,11333402,Santiago,-33.44956,-70.63968,1,1,1.0,19437.0,10054.0,6,36,66,341,33,96.0,29491.0,1D+1B,204424.0,301609.0,398794.0,593164.0
327,2674013,4314891,Providencia,-33.42799,-70.61851,1,1,1.0,53620.0,0.0,15,45,75,350,83,94.0,53620.0,1D+1B,536200.0,804300.0,1072400.0,1608600.0
329,2699922,4314891,Providencia,-33.42989,-70.61788,1,1,1.0,53620.0,0.0,25,55,85,360,28,87.0,53620.0,1D+1B,536200.0,804300.0,1072400.0,1608600.0
330,2730067,13971793,Vitacura,-33.3989,-70.59479,2,2,4.0,167562.0,0.0,0,8,38,313,9,98.0,167562.0,2D+2B,1675620.0,2513430.0,3351240.0,5026860.0
332,2730922,11677094,Santiago,-33.43482,-70.65626,1,1,2.0,40215.0,13405.0,30,60,90,365,69,92.0,53620.0,1D+1B,415555.0,616630.0,817705.0,1219855.0
333,2739495,575292,Providencia,-33.43824,-70.63085,1,1,1.0,27480.0,15416.0,13,25,55,145,68,97.0,42896.0,1D+1B,290216.0,427616.0,565016.0,839816.0
334,2747184,14054456,Las Condes,-33.42869,-70.57427,1,2,3.0,52950.0,0.0,0,0,0,74,15,92.0,52950.0,2D+1B,529500.0,794250.0,1059000.0,1588500.0
335,2764299,14139129,Providencia,-33.42867,-70.61914,2,2,3.0,40215.0,20000.0,4,20,50,235,8,100.0,60215.0,2D+2B,422150.0,623225.0,824300.0,1226450.0
339,2790080,1549863,Santiago,-33.43229,-70.65887,1,1,3.0,26810.0,15000.0,30,60,90,365,15,77.0,41810.0,1D+1B,283100.0,417150.0,551200.0,819300.0
341,2800834,10680467,Providencia,-33.43233,-70.63578000000001,1,1,1.0,33512.0,10054.0,28,58,88,363,37,88.0,43566.0,1D+1B,345174.0,512734.0,680294.0,1015414.0
342,2809283,2380221,Santiago,-33.44841,-70.66278,1,1,1.0,18097.0,26810.0,3,33,63,338,56,95.0,44907.0,1D+1B,207780.0,298265.0,388750.0,569720.0
343,2815385,14401960,Las Condes,-33.41607,-70.59884,1,1,1.0,35523.0,36864.0,30,60,90,365,10,96.0,72387.0,1D+1B,392094.0,569709.0,747324.0,1102554.0
344,2845176,3079273,Recoleta,-33.43407,-70.63687,1,1,2.0,42226.0,0.0,25,55,85,360,8,93.0,42226.0,1D+1B,422260.0,633390.0,844520.0,1266780.0
345,2864082,2561693,Recoleta,-33.43067,-70.63739,2,2,3.0,20107.0,22118.0,0,12,36,311,74,95.0,42225.0,2D+2B,223188.0,323723.0,424258.0,625328.0
346,2867171,14655906,Ñuñoa,-33.45408,-70.62989,2,2,3.0,60322.0,15163.0,30,60,90,365,1,80.0,75485.0,2D+2B,618383.0,919993.0,1221603.0,1824823.0
349,2908625,14859438,Providencia,-33.43084,-70.59602,1,1,1.0,40215.0,0.0,9,9,9,256,150,98.0,40215.0,1D+1B,402150.0,603225.0,804300.0,1206450.0
350,2912703,14859438,Providencia,-33.43338,-70.59215,1,2,3.0,63674.0,0.0,0,13,43,318,74,96.0,63674.0,2D+1B,636740.0,955110.0,1273480.0,1910220.0
351,2922999,12705391,Santiago,-33.44741,-70.65234,1,1,1.0,23459.0,5362.0,30,60,90,365,8,93.0,28821.0,1D+1B,239952.0,357247.0,474542.0,709132.0
353,2934747,6119596,Providencia,-33.41745,-70.60401999999999,2,2,2.0,73727.0,33512.0,0,0,0,0,7,97.0,107239.0,2D+2B,770782.0,1139417.0,1508052.0,2245322.0
354,2950116,15058480,Santiago,-33.43613,-70.6468,1,2,2.0,34853.0,0.0,30,60,90,357,120,92.0,34853.0,2D+1B,348530.0,522795.0,697060.0,1045590.0
355,2959522,15105749,Las Condes,-33.41105,-70.56626,1,1,1.0,40215.0,36864.0,14,44,74,349,8,87.0,77079.0,1D+1B,439014.0,640089.0,841164.0,1243314.0
356,2959711,15105749,Las Condes,-33.40929000000001,-70.56629000000001,1,1,1.0,40215.0,36864.0,14,44,74,349,76,93.0,77079.0,1D+1B,439014.0,640089.0,841164.0,1243314.0
357,2965306,15012834,Santiago,-33.45044,-70.63826999999999,1,1,1.0,31502.0,0.0,28,58,88,178,3,100.0,31502.0,1D+1B,315020.0,472530.0,630040.0,945060.0
358,2965597,15012834,Santiago,-33.44844000000001,-70.6379,1,1,1.0,31502.0,0.0,28,58,88,363,18,100.0,31502.0,1D+1B,315020.0,472530.0,630040.0,945060.0
359,2974336,15172533,Providencia,-33.42672,-70.61917,1,1,1.0,42226.0,40000.0,28,58,88,363,1,100.0,82226.0,1D+1B,462260.0,673390.0,884520.0,1306780.0
360,2978132,6213482,Santiago,-33.44786,-70.64461,2,2,4.0,32842.0,0.0,23,53,83,341,33,88.0,32842.0,2D+2B,328420.0,492630.0,656840.0,985260.0
363,3037659,15469256,Providencia,-33.42975,-70.61946,1,1,1.0,40215.0,25000.0,30,60,90,365,3,100.0,65215.0,1D+1B,427150.0,628225.0,829300.0,1231450.0
364,3041255,36989041,Providencia,-33.43376,-70.63561999999999,1,1,2.0,27480.0,24129.0,0,0,0,0,40,98.0,51609.0,1D+1B,298929.0,436329.0,573729.0,848529.0
365,3051432,15517169,Santiago,-33.43541,-70.64865999999999,1,1,1.0,15416.0,0.0,0,12,42,183,4,90.0,15416.0,1D+1B,154160.0,231240.0,308320.0,462480.0
366,3072658,15637314,Santiago,-33.44648,-70.646,1,1,1.0,25469.0,0.0,30,60,90,365,1,100.0,25469.0,1D+1B,254690.0,382035.0,509380.0,764070.0
367,3089187,15714645,Santiago,-33.43129,-70.65762,2,2,3.0,46917.0,0.0,29,59,89,89,25,95.0,46917.0,2D+2B,469170.0,703755.0,938340.0,1407510.0
368,3095078,4191304,Santiago,-33.44042,-70.65768,2,2,3.0,36864.0,0.0,29,59,89,364,10,92.0,36864.0,2D+2B,368640.0,552960.0,737280.0,1105920.0
369,3101267,15767948,Santiago,-33.45042,-70.64193,1,1,2.0,30161.0,6702.0,0,0,0,73,1,100.0,36863.0,1D+1B,308312.0,459117.0,609922.0,911532.0
370,3101345,15766102,Providencia,-33.42233,-70.61068,2,2,3.0,64344.0,33512.0,27,57,87,362,3,100.0,97856.0,2D+2B,676952.0,998672.0,1320392.0,1963832.0
373,3116098,3999381,Santiago,-33.44548,-70.64443,1,2,3.0,29491.0,23459.0,0,13,43,273,167,92.0,52950.0,2D+1B,318369.0,465824.0,613279.0,908189.0
375,3122256,15859639,Santiago,-33.45083,-70.65762,1,1,2.0,38204.0,0.0,23,53,83,358,40,97.0,38204.0,1D+1B,382040.0,573060.0,764080.0,1146120.0
380,3194401,16191952,Santiago,-33.43586,-70.64825,1,1,1.0,18767.0,0.0,30,60,90,365,1,100.0,18767.0,1D+1B,187670.0,281505.0,375340.0,563010.0
382,3198911,15936785,Ñuñoa,-33.45462,-70.57182,2,3,3.0,77079.0,67025.0,0,0,0,0,2,100.0,144104.0,3D+2B,837815.0,1223210.0,1608605.0,2379395.0
383,3208936,16254485,Santiago,-33.44410999999999,-70.64216,1,1,1.0,21448.0,20107.0,14,44,74,332,103,97.0,41555.0,1D+1B,234587.0,341827.0,449067.0,663547.0
386,3237669,3618943,Providencia,-33.43079,-70.60172,1,1,1.0,32172.0,26810.0,2,31,61,336,138,98.0,58982.0,1D+1B,348530.0,509390.0,670250.0,991970.0
387,3241048,15637314,Santiago,-33.44596,-70.64638000000001,2,2,4.0,50269.0,0.0,30,60,90,365,7,86.0,50269.0,2D+2B,502690.0,754035.0,1005380.0,1508070.0
388,3249609,15637314,Santiago,-33.4492,-70.63287,1,1,1.0,25469.0,0.0,23,53,83,358,1,80.0,25469.0,1D+1B,254690.0,382035.0,509380.0,764070.0
389,3249622,15637314,Santiago,-33.4454,-70.6445,1,1,1.0,39545.0,0.0,30,60,90,365,1,100.0,39545.0,1D+1B,395450.0,593175.0,790900.0,1186350.0
390,3255027,2041286,Santiago,-33.43982,-70.64390999999999,1,1,1.0,33512.0,26810.0,0,5,7,163,4,95.0,60322.0,1D+1B,361930.0,529490.0,697050.0,1032170.0
392,3267803,1177685,Providencia,-33.42568,-70.61553,1,1,1.0,34183.0,20000.0,0,0,0,246,7,90.0,54183.0,1D+1B,361830.0,532745.0,703660.0,1045490.0
393,3303557,7154794,Las Condes,-33.4008,-70.57303,2,2,4.0,80430.0,34853.0,6,16,46,310,76,99.0,115283.0,2D+2B,839153.0,1241303.0,1643453.0,2447753.0
394,3316046,16742768,Providencia,-33.44539,-70.63261,1,1,1.0,24799.0,15000.0,22,47,77,77,35,90.0,39799.0,1D+1B,262990.0,386985.0,510980.0,758970.0
395,3344348,1463563,Recoleta,-33.43451,-70.63776999999999,1,1,1.0,40215.0,13405.0,30,60,90,365,7,71.0,53620.0,1D+1B,415555.0,616630.0,817705.0,1219855.0
396,3344356,1463563,Recoleta,-33.43266,-70.63757,1,1,2.0,36864.0,20107.0,23,53,83,83,5,88.0,56971.0,1D+1B,388747.0,573067.0,757387.0,1126027.0
397,3351919,16909781,Las Condes,-33.40675,-70.55998000000001,2,2,3.0,43566.0,26810.0,18,48,78,353,3,100.0,70376.0,2D+2B,462470.0,680300.0,898130.0,1333790.0
399,3385208,244792,Providencia,-33.42895,-70.61804000000001,1,1,1.0,50269.0,26810.0,29,59,89,364,40,93.0,77079.0,1D+1B,529500.0,780845.0,1032190.0,1534880.0
400,3405966,264378,Santiago,-33.44486,-70.65453000000001,1,1,2.0,22788.0,18767.0,7,22,52,321,162,92.0,41555.0,1D+1B,246647.0,360587.0,474527.0,702407.0
401,3424100,10680467,Recoleta,-33.43441,-70.63579,1,1,1.0,33512.0,10054.0,30,59,89,364,28,88.0,43566.0,1D+1B,345174.0,512734.0,680294.0,1015414.0
405,3490502,6115635,Santiago,-33.44501,-70.64454,1,2,3.0,30161.0,26343.0,17,47,77,352,38,87.0,56504.0,2D+1B,327953.0,478758.0,629563.0,931173.0
408,3519599,17721872,Providencia,-33.43611,-70.63432,2,3,3.0,39545.0,20107.0,19,37,62,337,95,85.0,59652.0,3D+2B,415557.0,613282.0,811007.0,1206457.0
410,3552186,17640260,Santiago,-33.43428,-70.65775,1,1,1.0,18767.0,11394.0,0,2,2,202,47,90.0,30161.0,1D+1B,199064.0,292899.0,386734.0,574404.0
411,3568361,17965745,Providencia,-33.42392,-70.62151999999999,2,2,3.0,40215.0,35000.0,28,58,85,103,41,91.0,75215.0,2D+2B,437150.0,638225.0,839300.0,1241450.0
413,3617220,2041286,Santiago,-33.4371,-70.64406,1,1,2.0,36864.0,26810.0,29,59,89,364,13,91.0,63674.0,1D+1B,395450.0,579770.0,764090.0,1132730.0
416,3725486,9890877,Las Condes,-33.40705,-70.58691,2,3,4.0,73057.0,20107.0,10,40,70,345,140,95.0,93164.0,3D+2B,750677.0,1115962.0,1481247.0,2211817.0
417,3735992,12319292,Estación Central,-33.45472,-70.69859,2,2,4.0,46917.0,20107.0,30,60,90,365,35,94.0,67024.0,2D+2B,489277.0,723862.0,958447.0,1427617.0
421,3773139,264378,Santiago,-33.43553,-70.65814,1,1,1.0,20107.0,18767.0,11,34,61,322,150,89.0,38874.0,1D+1B,219837.0,320372.0,420907.0,621977.0
